Conversion ID,Advertiser,Status,Order ID,Conversion Time,Click Time,Currency,EUID,Estimate Order Value,Estimate Optimise Cashback Value,Cashback % or Amount,Estimate M1 Cashback Value,"Estimate Cashback Value
(Exclude GST)",Unnamed: 13,Settlement Date,Partner Approved but payment not received. But pulseid have done the settlement
ad5fa478797c4014903633d669e4830b-1,Shopee SG,Approved,231229EU1430AG_4549943390_1,29/12/2023 08:47,29/12/2023 08:22,SGD,e6d10db2-f93d-4882-83c0-af1e5dfb7bc5,4.75,0.11,1.60%,0.076,0.071,,7/5/2024,
4f8000e8965a4300a8f102a1ded821b7,Shopee SG,Approved,231229DYVH96QN_21079671642_1,29/12/2023 00:42,25/12/2023 21:35,SGD,77b95c3f-7f72-4fba-ae93-5f5667cd6176,171.99,3.96,1.60%,2.752,2.559,,7/5/2024,
49b29cab826c4a8fb2246a83c26a71e2-1,Shopee SG,Approved,231228DB1QT7Y0_9564726990_1,28/12/2023 18:29,26/12/2023 13:04,SGD,255e8fe1-1c12-4928-8200-d4dad64b1487,31.9,0.73,1.60%,0.51,0.475,,7/5/2024,
3336c740808e4c29802af3983e58e193-1,Shopee SG,Approved,231228D0UHS44K_16482167841_1,28/12/2023 15:26,26/12/2023 17:12,SGD,b66a6b1b-d51a-4df1-832d-64b7a7181f7f,1.59,0.04,1.60%,0.025,0.024,,7/5/2024,
392843f172844174acaae4d4e3995c78-1,Shopee SG,Approved,231228D0UHS44K_18382270574_2,28/12/2023 15:26,26/12/2023 17:12,SGD,b66a6b1b-d51a-4df1-832d-64b7a7181f7f,1.99,0.05,1.60%,0.032,0.03,,7/5/2024,
63561b1ee25940c798cfc3b9fcd45fe8-1,Shopee SG,Approved,231228D0UHS44J_14684760557_1,28/12/2023 15:26,26/12/2023 17:12,SGD,b66a6b1b-d51a-4df1-832d-64b7a7181f7f,2.98,0.07,1.60%,0.048,0.044,,7/5/2024,
ced3c91a319948429fb13e98382469a3-1,Shopee SG,Approved,231228CPE190J6_23907817644_1,28/12/2023 12:20,22/12/2023 14:15,SGD,6634e788-bd18-4fb9-b60e-2a34d63c9551,8.15,0.19,1.60%,0.13,0.121,,7/5/2024,
9c72a9de26284b958b1cd33ee6fb1152-1,Shopee SG,Approved,231228CPE190J5_18120144546_1,28/12/2023 12:20,22/12/2023 14:15,SGD,6634e788-bd18-4fb9-b60e-2a34d63c9551,1.25,0.03,1.60%,0.02,0.019,,7/5/2024,
c05662a10031469bbb89eec306caf649-1,Shopee SG,Approved,231228CPE190J1_4042939988_1,28/12/2023 12:20,22/12/2023 14:15,SGD,6634e788-bd18-4fb9-b60e-2a34d63c9551,0.79,0.02,1.60%,0.013,0.012,,7/5/2024,
1aea325a2fe3447c8fa09e97cd94d671-1,Shopee SG,Approved,231228CPE190J4_13875153744_1,28/12/2023 12:20,22/12/2023 14:15,SGD,6634e788-bd18-4fb9-b60e-2a34d63c9551,1.55,0.04,1.60%,0.025,0.023,,7/5/2024,
16a006defaef460aa40a1fa35f355b1c-1,Shopee SG,Approved,231228CPE190J3_13342823029_1,28/12/2023 12:20,22/12/2023 14:15,SGD,6634e788-bd18-4fb9-b60e-2a34d63c9551,2.36,0.05,1.60%,0.038,0.035,,7/5/2024,
335246229,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,29.16,0.41,0.50%,0.146,0.136,,7/4/2024,
335246235,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,5.18,0.04,0.50%,0.026,0.024,,7/4/2024,
335246237,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,6.01,0.0,0.00%,0,0,,7/4/2024,
335246238,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,17.36,0.12,0.50%,0.087,0.081,,7/4/2024,
335246239,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,4.81,0.07,0.50%,0.024,0.022,,7/4/2024,
335246240,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,4.79,0.07,0.50%,0.024,0.022,,7/4/2024,
335246241,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,29.43,0.41,0.50%,0.147,0.137,,7/4/2024,
335246242,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,29.43,0.41,0.50%,0.147,0.137,,7/4/2024,
335246245,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,78.36,1.09,0.50%,0.392,0.364,,7/4/2024,
335246246,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,1.46,0.01,0.50%,0.007,0.007,,7/4/2024,
335246247,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,1.46,0.01,0.50%,0.007,0.007,,7/4/2024,
335246248,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,1.46,0.01,0.50%,0.007,0.007,,7/4/2024,
335246249,Lazada SG,Approved,1.14E+14,26/12/2023 13:30,26/12/2023 02:57,SGD,66f511fd-79d4-4204-9d43-8fac644b9bb3,1.46,0.01,0.50%,0.007,0.007,,7/4/2024,
335247699,Lazada SG,Approved,1.14E+14,26/12/2023 01:43,24/12/2023 02:25,SGD,10129164-1c1e-4e32-aa16-e52bc6dce1cd,9.91,0.34,2.00%,0.198,0.184,,7/4/2024,
335247700,Lazada SG,Approved,1.14E+14,26/12/2023 01:43,24/12/2023 02:25,SGD,10129164-1c1e-4e32-aa16-e52bc6dce1cd,9.91,0.26,2.00%,0.198,0.184,,7/4/2024,
7174e39157414ba992a05f93ba3d46ed-1,Shopee SG,Approved,231227B8B8PSQ8_22725986730_1,27/12/2023 22:35,27/12/2023 22:29,SGD,22efd485-73ce-4eaa-a85f-7d48511550d7,45.77,1.05,1.60%,0.732,0.681,,7/5/2024,
f2cfc0a9df1b418d8ee8b94d91dd98fe-1,Shopee SG,Approved,231227AN8H09DX_11068061164_1,27/12/2023 16:53,27/12/2023 16:53,SGD,53801bf4-a5e4-478f-858d-fc1967d787a0,8.15,0.19,1.60%,0.13,0.121,,7/5/2024,
53d450ea5fb443d3b91eabbe72932ed7-1,Shopee SG,Approved,231227AC8DT7F1_15110967871_2,27/12/2023 14:12,27/12/2023 14:11,SGD,71393504-85f8-4948-b77a-81231b5413d9,10.23,0.24,1.60%,0.164,0.152,,7/5/2024,
bebacb8cbec64bbbad8299fec3867450-1,Shopee SG,Approved,231227AC8DT7F1_15110967871_1,27/12/2023 14:12,27/12/2023 14:11,SGD,71393504-85f8-4948-b77a-81231b5413d9,11.02,0.25,1.60%,0.176,0.164,,7/5/2024,
b66c266b1551483b804a1f3f52c85d03-1,Shopee SG,Approved,2312268G5MPVJC_22259867108_1,26/12/2023 20:17,26/12/2023 20:14,SGD,b803b909-39f6-45c7-8be8-379071a44463,58,1.33,1.60%,0.928,0.863,,7/5/2024,
334963936,Lazada SG,Approved,1.14E+14,25/12/2023 19:07,25/12/2023 19:06,SGD,02246744-16ce-4a9d-af54-e62ca1ff84b8,3.04,0.08,2.00%,0.061,0.057,,7/4/2024,
334963937,Lazada SG,Approved,1.14E+14,25/12/2023 19:07,25/12/2023 19:06,SGD,02246744-16ce-4a9d-af54-e62ca1ff84b8,5.62,0.15,2.00%,0.112,0.104,,7/4/2024,
334963938,Lazada SG,Approved,1.14E+14,25/12/2023 19:07,25/12/2023 19:06,SGD,02246744-16ce-4a9d-af54-e62ca1ff84b8,2.47,0.07,2.00%,0.049,0.046,,7/4/2024,
334965725,Lazada SG,Approved,1.14E+14,25/12/2023 09:46,19/12/2023 17:06,SGD,ad28a43c-2751-4a7c-9daf-65cc352d1e43,3.96,0.05,0.50%,0.02,0.018,,7/4/2024,
334966669,Lazada SG,Approved,1.13E+14,25/12/2023 00:25,21/12/2023 18:21,SGD,4281df96-78eb-4bf6-a811-924fa87bc848,2.4,0.03,0.50%,0.012,0.011,,7/4/2024,
334966670,Lazada SG,Approved,1.13E+14,25/12/2023 00:25,21/12/2023 18:21,SGD,4281df96-78eb-4bf6-a811-924fa87bc848,2.4,0.03,0.50%,0.012,0.011,,7/4/2024,
334966675,Lazada SG,Approved,1.13E+14,25/12/2023 00:25,21/12/2023 18:21,SGD,4281df96-78eb-4bf6-a811-924fa87bc848,2.4,0.03,0.50%,0.012,0.011,,7/4/2024,
906f350b1c6b46bcbf8220511522ad7a-1,Fairprice ON,Approved,161047315,26/12/2023 10:17,25/12/2023 16:45,SGD,3ab16958-09f7-43bd-96bf-2a60d8f1782a,138.97,0.8,0.58%,0.8,0.744,,7/4/2024,
2c0605e9281c4351929a4847baf4a7cb-1,Shopee SG,Approved,23122569537WK0_22986488337_1,25/12/2023 23:06,23/12/2023 18:30,SGD,7b5b14a9-8e33-41ad-ade2-ebafcc0f4420,7.71,0.18,1.60%,0.123,0.115,,7/5/2024,
c95427a2847d4804a903dbf42e3f4e1f-1,Shopee SG,Approved,23122569537WK0_22986488337_3,25/12/2023 23:06,23/12/2023 18:30,SGD,7b5b14a9-8e33-41ad-ade2-ebafcc0f4420,2.18,0.05,1.60%,0.035,0.032,,7/5/2024,
47e784daea344abdad5903322bc2bdf5-1,Shopee SG,Approved,23122569537WK0_22986488337_2,25/12/2023 23:06,23/12/2023 18:30,SGD,7b5b14a9-8e33-41ad-ade2-ebafcc0f4420,2.2,0.05,1.60%,0.035,0.033,,7/5/2024,
7883e06129164ebe8273540ed86c3849-1,Shopee SG,Approved,23122564NVSWU7_13821654724_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,11.31,0.26,1.60%,0.181,0.168,,7/5/2024,
7e816462094a42708d35b3fafed21c2b-1,Shopee SG,Approved,23122564NVSWU8_16260879613_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,14.54,0.33,1.60%,0.233,0.216,,7/5/2024,
1e1e378d28804f9385869bee860e5b4f-1,Shopee SG,Approved,23122564NVSWU9_17236732678_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,17.09,0.39,1.60%,0.273,0.254,,7/5/2024,
58a1bba9b6bd4afdba6795c339c257eb-1,Shopee SG,Approved,23122564NVSWU5_3278740611_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,13.87,0.32,1.60%,0.222,0.206,,7/5/2024,
ece6709d0a25428b95de593c447346a4-1,Shopee SG,Approved,23122564NVSWUB_20821191045_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,10.44,0.24,1.60%,0.167,0.155,,7/5/2024,
b0c61bef0a9a4cb8a54e6345167c3eb7-1,Shopee SG,Approved,23122564NVSWUA_18302893431_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,4.01,0.09,1.60%,0.064,0.06,,7/5/2024,
a8d40cf7f9094de58a3e449a9e8e83fe-1,Shopee SG,Approved,23122564NVSWU6_12387040965_1,25/12/2023 21:46,25/12/2023 21:41,SGD,6b6e5284-2a39-4d90-aaa6-757a093f5a84,63.67,1.46,1.60%,1.019,0.947,,7/5/2024,
5a6cfc14113f42078b60d591a8b81147-1,Shopee SG,Approved,23122563M0GA4N_23175545348_1,25/12/2023 21:27,25/12/2023 21:21,SGD,5e15d2b4-70a1-460b-9ed2-5049abb855a4,7.97,0.18,1.60%,0.128,0.119,,7/5/2024,
bd14eaa49c4a4599a66c17016b8337fa-1,Shopee SG,Approved,2312255UHP28QY_12108143445_1,25/12/2023 19:03,25/12/2023 19:01,SGD,be887d62-6ff8-4698-bfcc-02df525dc269,8.15,0.19,1.60%,0.13,0.121,,7/5/2024,
66a5cd9be50d4336a996776b0aec7ee4-1,Shopee SG,Approved,2312255UHP28QY_22357398293_3,25/12/2023 19:03,25/12/2023 19:01,SGD,be887d62-6ff8-4698-bfcc-02df525dc269,5.35,0.12,1.60%,0.086,0.08,,7/5/2024,
49b0854448c1462fbba9ddbf6142f563-1,Shopee SG,Approved,2312255UHP28QY_21415956472_2,25/12/2023 19:03,25/12/2023 19:01,SGD,be887d62-6ff8-4698-bfcc-02df525dc269,14.63,0.34,1.60%,0.234,0.218,,7/5/2024,
dd996259c38e4c629b6ceb3a273c37b9-1,Shopee SG,Approved,2312255UCPQSNF_19485565095_4,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,8.32,0.19,1.60%,0.133,0.124,,7/5/2024,
053392024cda401eaae86702f0c173cc-1,Shopee SG,Approved,2312255UCPQSNF_19485565095_3,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,8.32,0.19,1.60%,0.133,0.124,,7/5/2024,
d299647202fc477abe82b60bbeec15ae-1,Shopee SG,Approved,2312255UCPQSNF_19485565095_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,8.32,0.19,1.60%,0.133,0.124,,7/5/2024,
da75850751be478089a35e3f9b7c33e1-1,Shopee SG,Approved,2312255UCPQSNF_19485565095_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,8.32,0.19,1.60%,0.133,0.124,,7/5/2024,
1a14748fb44749ee8d3bcc3febd7c353-1,Shopee SG,Approved,2312255UCPQSNH_22803323021_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,16.56,0.38,1.60%,0.265,0.246,,7/5/2024,
4e911cdf754c4825a8fdb248a88db75c-1,Shopee SG,Approved,2312255UCPQSNA_21626617147_8,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,7.24,0.17,1.60%,0.116,0.108,,7/5/2024,
7234b56e5f26482c88747bba222c2f34-1,Shopee SG,Approved,2312255UCPQSNA_21626617147_7,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,3.62,0.08,1.60%,0.058,0.054,,7/5/2024,
c77d57eab5744cb684abb30c7a236a8f-1,Shopee SG,Approved,2312255UCPQSNA_21626617147_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,3.62,0.08,1.60%,0.058,0.054,,7/5/2024,
c4048e1747784fa6aa3f0d35604a0225-1,Shopee SG,Approved,2312255UCPQSNN_23783250432_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,12.93,0.3,1.60%,0.207,0.192,,7/5/2024,
98dd0c83856e4832839665d6d11f3183-1,Shopee SG,Approved,2312255UCPQSNC_8530202743_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,21.06,0.48,1.60%,0.337,0.313,,7/5/2024,
a833a74099954c6a9ed50c3f6ce12ba3-1,Shopee SG,Approved,2312255UCPQSNM_23717661616_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,66.5,1.53,1.60%,1.064,0.99,,7/5/2024,
62d7f60a35f9471bb4d76df588fe5fc5-1,Shopee SG,Approved,2312255UCPQSNK_23285873659_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,3.23,0.07,1.60%,0.052,0.048,,7/5/2024,
f45c896d8ec34bed9d9d629b620771cb-1,Shopee SG,Approved,2312255UCPQSNP_23959332414_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,1.74,0.04,1.60%,0.028,0.026,,7/5/2024,
dd264545054a4865838a51a8a16ff75f-1,Shopee SG,Approved,2312255UCPQSNP_23959332414_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,1.74,0.04,1.60%,0.028,0.026,,7/5/2024,
81a129461d764da3a4dbcd40ab8583f1,Shopee SG,Approved,2312255UCPQSNB_6531053520_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,20,0.46,1.60%,0.32,0.298,,7/5/2024,
af8538fb08c44f70a6c4b68d10f1be43-1,Shopee SG,Approved,2312255UCPQSNG_21484259175_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,24.69,0.57,1.60%,0.395,0.367,,7/5/2024,
baa0e77d2ba34c48a3a5c2fd25767619-1,Shopee SG,Approved,2312255UCPQSNK_23660378618_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.91,0.07,1.60%,0.047,0.043,,7/5/2024,
b3cb8dd212df45edbc7bf42708caf647-1,Shopee SG,Approved,2312255UCPQSNA_6483262418_5,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.82,0.06,1.60%,0.045,0.042,,7/5/2024,
1818874334d9497c9c85c21a38674b3c-1,Shopee SG,Approved,2312255UCPQSNA_6483262418_4,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.82,0.06,1.60%,0.045,0.042,,7/5/2024,
5f8df258809d49de93578ed462562738-1,Shopee SG,Approved,2312255UCPQSNA_6483262418_3,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.82,0.06,1.60%,0.045,0.042,,7/5/2024,
16f76f98977b4cb9b4275c9eba338ef8-1,Shopee SG,Approved,2312255UCPQSNA_7583241530_6,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,3.64,0.08,1.60%,0.058,0.054,,7/5/2024,
65f8f878ec7541a4a2476b877febfb04-1,Shopee SG,Approved,2312255UCPQSND_13299571379_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,5.93,0.14,1.60%,0.095,0.088,,7/5/2024,
77b6ffd71f6e477bafeb5f7c88617cb7-1,Shopee SG,Approved,2312255UCPQSNJ_23059305533_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,3.78,0.09,1.60%,0.06,0.056,,7/5/2024,
df2198ca8ce74a7889568318fef9574a-1,Shopee SG,Approved,2312255UCPQSNA_6483262418_2,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.87,0.07,1.60%,0.046,0.043,,7/5/2024,
885b3605f88f48b7a5d66f00d524f991-1,Shopee SG,Approved,2312255UCPQSND_13299571379_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,4.16,0.1,1.60%,0.067,0.062,,7/5/2024,
600b33abc58b496fa8a42ec6fa04a895,Shopee SG,Approved,2312255UCPQSNE_18585837445_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,2.32,0.05,1.60%,0.037,0.035,,7/5/2024,
9fae4761a1b24690b75e29d679140d6f-1,Shopee SG,Approved,2312255UCPQSNJ_23059305533_1,25/12/2023 19:00,25/12/2023 18:51,SGD,a5983479-61c1-45a0-9e6b-59d72c413d87,5.54,0.13,1.60%,0.089,0.082,,7/5/2024,
a347069d00a44e758351938c453c618e-1,Shopee SG,Approved,2312255KU1CNU5_17940074149_1,25/12/2023 16:45,25/12/2023 16:43,SGD,72941bf6-a79c-4e29-9df0-ed89ffa638ed,72.01,1.66,1.60%,1.152,1.072,,7/5/2024,
b7681ab5c9c34bfa90dba809f7d987bf-1,Shopee SG,Approved,2312254898VS50_19704659064_1,25/12/2023 03:45,25/12/2023 02:56,SGD,7a7e64fb-1ba1-4073-bf4e-2e936cb43b72,2.31,0.05,1.60%,0.037,0.034,,7/5/2024,
c14190deea1d4a0297eb5054f64ae3b7-1,Shopee SG,Approved,2312254898VS4Y_11899709143_1,25/12/2023 03:45,25/12/2023 02:56,SGD,7a7e64fb-1ba1-4073-bf4e-2e936cb43b72,1.64,0.04,1.60%,0.026,0.024,,7/5/2024,
a7042fa189f04a60b87f18b4841e1f0f-1,Shopee SG,Approved,231225412PB2SY_4710245763_2,25/12/2023 01:36,25/12/2023 01:35,SGD,3c6110e7-ffd8-4705-b206-0b578cf23502,26.75,0.62,1.60%,0.428,0.398,,7/5/2024,
34a59547e296452fab69e6bc04a95ff2-1,Shopee SG,Approved,231225412PB2SY_8381219718_4,25/12/2023 01:36,25/12/2023 01:35,SGD,3c6110e7-ffd8-4705-b206-0b578cf23502,30.22,0.7,1.60%,0.484,0.45,,7/5/2024,
889eed1b102243c78127831b6b1ee547-1,Shopee SG,Approved,231225412PB2SY_7805974260_3,25/12/2023 01:36,25/12/2023 01:35,SGD,3c6110e7-ffd8-4705-b206-0b578cf23502,17.47,0.4,1.60%,0.28,0.26,,7/5/2024,
01322a5cda1849dca247a4de45fbc02c-1,Shopee SG,Approved,231225412PB2SY_11761602529_1,25/12/2023 01:36,25/12/2023 01:35,SGD,3c6110e7-ffd8-4705-b206-0b578cf23502,30.22,0.7,1.60%,0.484,0.45,,7/5/2024,
ffdee7218a42452cad33070487187e46-1,Shopee SG,Approved,23122540D02G21_11829126884_1,25/12/2023 01:24,25/12/2023 01:23,SGD,eb08d465-2fa1-4a11-b526-367c8b5784f7,29.29,0.67,1.60%,0.469,0.436,,7/5/2024,
87cb5992f3d04417800404d20c6f518e-1,Shopee SG,Approved,2312253VFDAQ8M_22348464450_1,25/12/2023 00:14,25/12/2023 00:13,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,9.8,0.23,1.60%,0.157,0.146,,7/5/2024,
c174bf180e8146ac93ee2164ba1e8253-1,Shopee SG,Approved,2312253V9XSXY2_18936264360_8,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1.34,0.03,1.60%,0.021,0.02,,7/5/2024,
a4eb4ff61acd46ca82229fbe45c0773c-1,Shopee SG,Approved,2312253V9XSXY2_18264441420_3,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,17.98,0.41,1.60%,0.288,0.268,,7/5/2024,
40b187ccca904331990c25e8f9225f38-1,Shopee SG,Approved,2312253V9XSXY3_15591407504_1,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,4.14,0.1,1.60%,0.066,0.062,,7/5/2024,
8493b1ef9281432ead1e1393757af192-1,Shopee SG,Approved,2312253V9XSXY2_16782386107_6,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,6.58,0.15,1.60%,0.105,0.098,,7/5/2024,
be27d29f49ed45dd8bd0e447bfa751ab-1,Shopee SG,Approved,2312253V9XSXY2_6888563132_9,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1,0.02,1.60%,0.016,0.015,,7/5/2024,
fbf697df5c2347ffb40ffa8234afb38b-1,Shopee SG,Approved,2312253V9XSXY2_9278784070_4,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1.38,0.03,1.60%,0.022,0.021,,7/5/2024,
e319142782c6440286a0fccee1eb82a0-1,Shopee SG,Approved,2312253V9XSXY2_9278784070_2,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1.38,0.03,1.60%,0.022,0.021,,7/5/2024,
23d66efcbc3e469eaa8ce3984b6fcfe8-1,Shopee SG,Approved,2312253V9XSXY2_9278784070_11,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1.38,0.03,1.60%,0.022,0.021,,7/5/2024,
5da87f3a695d475fa0080dc1c6778bda-1,Shopee SG,Approved,2312253V9XSXY2_17485051776_7,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,1.46,0.03,1.60%,0.023,0.022,,7/5/2024,
f90784aa4af2446ab30265abdc18061e-1,Shopee SG,Approved,2312253V9XSXY2_5187459835_1,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,2.69,0.06,1.60%,0.043,0.04,,7/5/2024,
ae09c5d825aa4edd981953470a241b12-1,Shopee SG,Approved,2312253V9XSXY2_16288875785_5,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,2.84,0.07,1.60%,0.045,0.042,,7/5/2024,
417f932186d54f78881de5e7f0e868b2-1,Shopee SG,Approved,2312253V9XSXY2_8836745226_10,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,2.32,0.05,1.60%,0.037,0.035,,7/5/2024,
cdd285f5c76546d1bb98df1d4baaff6e-1,Shopee SG,Approved,2312253V9XSXY1_4557573480_1,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,6.02,0.14,1.60%,0.096,0.09,,7/5/2024,
0c0ad080bd3d4e00a19ccbebeb491bff-1,Shopee SG,Approved,2312253V9XSXY1_5154818336_2,25/12/2023 00:11,23/12/2023 01:01,SGD,6817e9bc-0474-4c70-a8fb-cd83c8dda100,3.54,0.08,1.60%,0.057,0.053,,7/5/2024,
ff04abf93b134015b861419876f16433-1,Shopee SG,Approved,2312253V8AAAED_6215148848_3,25/12/2023 00:10,25/12/2023 00:09,SGD,53801bf4-a5e4-478f-858d-fc1967d787a0,17.2,0.4,1.60%,0.275,0.256,,7/5/2024,
e4a03eff742a49999fb2e2199b14b358-1,Shopee SG,Approved,2312253V8AAAED_6215148848_2,25/12/2023 00:10,25/12/2023 00:09,SGD,53801bf4-a5e4-478f-858d-fc1967d787a0,23.84,0.55,1.60%,0.381,0.355,,7/5/2024,
b328102b42004a849431733c24225da9-1,Shopee SG,Approved,2312253V8AAAED_3206849965_1,25/12/2023 00:10,25/12/2023 00:09,SGD,53801bf4-a5e4-478f-858d-fc1967d787a0,8.04,0.18,1.60%,0.129,0.12,,7/5/2024,
94e992ac16734187b01558512539e2fc-1,Shopee SG,Approved,2312253V8AAAEF_20092909691_1,25/12/2023 00:10,25/12/2023 00:09,SGD,53801bf4-a5e4-478f-858d-fc1967d787a0,9.2,0.21,1.60%,0.147,0.137,,7/5/2024,
