,uid,recency,frequency,monetary
569,VOXLAT0006010732021787737,163,1,290.0
570,VOXLAT0006010732021789113,338,1,190.0
571,VOXLAT0006010732021789808,56,3,557.0999999999999
572,VOXLAT0006010732021792661,178,2,795.97
573,VOXLAT0006010732021795037,326,10,708.24
574,VOXLAT0006010732021798320,289,1,95.73
575,VOXLAT0006010732021800431,327,1,98.41
576,VOXLAT0006010732021800498,337,1,493.79
577,VOXLAT0006010732021801660,222,4,365.98
578,VOXLAT0006010732021803385,105,6,476.88
579,VOXLAT0006010732021806768,17,2,1042.36
580,VOXLAT0006010732021808129,185,1,209.99
581,VOXLAT0006010732021812139,76,1,151.44
582,VOXLAT0006010732021812337,301,1,78.0
583,VOXLAT0006010732021825727,136,1,454.83
584,VOXLAT0006010732021826121,100,2,390.80999999999995
585,VOXLAT0006010732021826667,191,1,190.0
586,VOXLAT0006010732021827319,153,3,829.13
587,VOXLAT0006010732021827673,336,1,209.99
588,VOXLAT0006010732021828507,157,2,229.98000000000002
589,VOXLAT0006010732021828721,227,1,269.11
590,VOXLAT0006010732021833366,210,2,374.01
591,VOXLAT0006010732021834232,288,1,102.35
592,VOXLAT0006010732021834794,74,1,109.05
593,VOXLAT0006010732021836567,242,2,163.92
594,VOXLAT0006010732021842433,24,1,37.85
595,VOXLAT0006010732021842557,228,1,170.0
596,VOXLAT0006010732021845170,96,2,362.15999999999997
597,VOXLAT0006010732021849701,91,1,45.98
598,VOXLAT0006010732021851335,186,3,117.86
599,VOXLAT0006010732021851434,96,1,118.2
600,VOXLAT0006010732021853927,16,1,108.73
601,VOXLAT0006010732021854750,180,3,253.5
602,VOXLAT0006010732021856243,8,3,611.13
603,VOXLAT0006010732021858876,185,1,264.9
604,VOXLAT0006010732021862167,49,1,122.0
605,VOXLAT0006010732021863892,235,1,417.03
606,VOXLAT0006010732021865525,288,3,111.0
607,VOXLAT0006010732021868537,172,1,48.9
608,VOXLAT0006010732021869170,185,1,235.2
609,VOXLAT0006010732021870640,320,2,1600.3700000000001
610,VOXLAT0006010732021875920,242,2,26.979999999999997
611,VOXLAT0006010732021876811,309,1,36.0
612,VOXLAT0006010732021878254,227,2,259.95
613,VOXLAT0006010732021879997,288,1,119.34
614,VOXLAT0006010732021882082,262,4,269.4
615,VOXLAT0006010732021884500,94,1,198.0
616,VOXLAT0006010732021886836,206,2,1262.9199999999998
617,VOXLAT0006010732021887479,96,1,524.63
618,VOXLAT0006010732021889715,79,1,98.82
619,VOXLAT0006010732021890481,172,2,543.31
620,VOXLAT0006010732021895639,326,1,319.85
621,VOXLAT0006010732021896298,154,1,92.86
622,VOXLAT0006010732021897742,33,2,417.53
623,VOXLAT0006010732021899169,298,1,38.49
624,VOXLAT0006010732021902328,113,2,399.98
625,VOXLAT0006010732021906014,15,12,1119.8
626,VOXLAT0006010732021906261,166,1,1083.18
627,VOXLAT0006010732021914109,269,8,618.87
628,VOXLAT0006010732021914406,344,2,189.87
629,VOXLAT0006010732021918175,99,1,174.46
630,VOXLAT0006010732021922110,25,5,208.78
631,VOXLAT0006010732021925295,137,2,112.49
632,VOXLAT0006010732021927556,246,1,84.96
633,VOXLAT0006010732021927663,327,1,179.12
634,VOXLAT0006010732021928745,255,2,604.46
635,VOXLAT0006010732021929297,224,11,1421.89
636,VOXLAT0006010732021932754,266,1,93.95
637,VOXLAT0006010732021934479,296,2,394.94
638,VOXLAT0006010732021936573,215,1,540.37
639,VOXLAT0006010732021940963,289,1,109.95
640,VOXLAT0006010732021941656,36,2,1026.1399999999999
641,VOXLAT0006010732021945855,124,6,566.2
642,VOXLAT0006010732021946457,267,1,78.93
643,VOXLAT0006010732021947463,246,3,884.5
644,VOXLAT0006010732021951085,252,2,209.99
645,VOXLAT0006010732021951283,281,1,250.22
646,VOXLAT0006010732021951531,219,2,142.49
647,VOXLAT0006010732021956183,109,1,189.99
648,VOXLAT0006010732021956852,84,18,1440.21
649,VOXLAT0006010732021959930,184,1,259.0
650,VOXLAT0006010732021962058,23,1,37.73
651,VOXLAT0006010732021962397,43,8,1549.12
652,VOXLAT0006010732021962710,308,1,126.99
653,VOXLAT0006010732021964138,316,1,251.96
654,VOXLAT0006010732021964963,105,4,244.68
655,VOXLAT0006010732021965655,146,2,300.0
656,VOXLAT0006010732021966125,166,18,2944.82
657,VOXLAT0006010732021967933,295,1,39.69
658,VOXLAT0006010732021967941,63,9,629.0
659,VOXLAT0006010732021969178,97,2,359.95
660,VOXLAT0006010732021975597,16,1,31.03
661,VOXLAT0006010732021980589,279,1,310.0
662,VOXLAT0006010732021983419,189,1,449.8
663,VOXLAT0006010732021985059,8,2,404.31
664,VOXLAT0006010732021986701,254,1,79.89
665,VOXLAT0006010732021987253,256,7,565.52
666,VOXLAT0006010732021989093,125,3,281.7
667,VOXLAT0006010732021991230,267,1,179.95
668,VOXLAT0006010732021992071,245,1,200.0
669,VOXLAT0006010732021995751,153,1,951.55
670,VOXLAT0006010732022004330,105,1,87.35
671,VOXLAT0006010732022004694,280,1,389.95
672,VOXLAT0006010732022004850,148,1,235.58
673,VOXLAT0006010732022006756,202,1,250.0
674,VOXLAT0006010732022009438,227,2,128.99
675,VOXLAT0006010732022013430,97,1,523.78
676,VOXLAT0006010732022017399,145,24,2979.01
677,VOXLAT0006010732022022233,275,1,773.96
678,VOXLAT0006010732022033388,75,1,299.95
679,VOXLAT0006010732022033636,329,2,154.99
680,VOXLAT0006010732022037421,161,8,652.4
681,VOXLAT0006010732022039195,206,3,130.47
682,VOXLAT0006010732022044740,130,1,540.87
683,VOXLAT0006010732022051539,289,1,69.8
684,VOXLAT0006010732022052867,322,1,60.0
685,VOXLAT0006010732022053014,227,1,974.37
686,VOXLAT0006010732022059177,130,1,335.46
687,VOXLAT0006010732022061652,81,1,199.9
688,VOXLAT0006010732022065208,77,23,3099.7700000000004
689,VOXLAT0006010732022065778,51,1,93.19
690,VOXLAT0006010732022068251,201,1,9.99
691,VOXLAT0006010732022068988,53,1,518.55
692,VOXLAT0006010732022070430,202,1,34.82
693,VOXLAT0006010732022070562,250,1,68.43
694,VOXLAT0006010732022070653,255,1,108.19
695,VOXLAT0006010732022071107,348,1,267.99
696,VOXLAT0006010732022072188,83,3,1084.36
697,VOXLAT0006010732022072196,147,7,1218.15
698,VOXLAT0006010732022073376,314,1,356.29
699,VOXLAT0006010732022075322,304,1,1692.4
700,VOXLAT0006010732022079860,89,1,213.98
701,VOXLAT0006010732022081387,246,1,169.9
702,VOXLAT0006010732022083110,245,10,467.82
703,VOXLAT0006010732022087327,216,1,573.78
704,VOXLAT0006010732022091196,256,3,222.99
705,VOXLAT0006010732022092509,195,2,280.53
706,VOXLAT0006010732022093325,343,4,251.94
707,VOXLAT0006010732022094984,121,1,781.64
708,VOXLAT0006010732022105277,89,1,55.0
709,VOXLAT0006010732022109022,60,1,21.61
710,VOXLAT0006010732022114295,330,1,334.41
711,VOXLAT0006010732022116316,312,1,30.39
712,VOXLAT0006010732022120268,221,1,200.0
713,VOXLAT0006010732022121092,182,2,177.98
714,VOXLAT0006010732022121118,34,1,281.18
715,VOXLAT0006010732022121274,41,1,336.44
716,VOXLAT0006010732022122165,170,2,126.50999999999999
717,VOXLAT0006010732022124930,257,1,1669.57
718,VOXLAT0006010732022126141,316,1,43.0
719,VOXLAT0006010732022128154,77,20,2105.78
720,VOXLAT0006010732022128923,34,1,59.98
721,VOXLAT0006010732022129590,139,4,1010.0
722,VOXLAT0006010732022130101,114,1,260.0
723,VOXLAT0006010732022130978,49,1,619.14
724,VOXLAT0006010732022131299,83,13,1705.78
725,VOXLAT0006010732022131422,145,1,9.99
726,VOXLAT0006010732022131596,213,1,109.43
727,VOXLAT0006010732022131703,131,1,346.81
728,VOXLAT0006010732022135670,289,1,83.96
729,VOXLAT0006010732022139284,53,1,311.49
730,VOXLAT0006010732022140035,154,9,936.9200000000001
731,VOXLAT0006010732022144847,226,8,360.36
732,VOXLAT0006010732022146214,269,1,125.26
733,VOXLAT0006010732022146578,302,1,36.0
734,VOXLAT0006010732022148517,268,1,104.96
735,VOXLAT0006010732022152402,273,3,192.95999999999998
736,VOXLAT0006010732022152634,319,1,298.29
737,VOXLAT0006010732022155264,210,1,377.9
738,VOXLAT0006010732022157484,214,1,641.02
739,VOXLAT0006010732022159100,293,1,62.98
740,VOXLAT0006010732022163532,67,2,288.07
741,VOXLAT0006010732022164456,195,1,200.0
742,VOXLAT0006010732022167913,198,1,379.9
743,VOXLAT0006010732022168598,174,12,926.91
744,VOXLAT0006010732022172285,32,6,543.14
745,VOXLAT0006010732022176591,257,1,214.2
746,VOXLAT0006010732022176864,89,3,507.25
747,VOXLAT0006010732022180536,112,1,201.64
748,VOXLAT0006010732022184595,157,3,144.25
749,VOXLAT0006010732022187770,318,1,159.95
750,VOXLAT0006010732022196003,298,1,98.5
751,VOXLAT0006010732022198280,213,1,67.46
752,VOXLAT0006010732022200995,221,1,99.95
753,VOXLAT0006010732022204260,318,1,360.0
754,VOXLAT0006010732022209483,83,3,463.61
755,VOXLAT0006010732022209905,348,1,146.63
756,VOXLAT0006010732022215787,219,1,200.0
757,VOXLAT0006010732022216439,14,1,38.43
758,VOXLAT0006010732022218237,76,1,382.37
759,VOXLAT0006010732022221009,260,1,35.54
760,VOXLAT0006010732022221421,26,1,132.93
761,VOXLAT0006010732022221512,126,5,689.95
762,VOXLAT0006010732022221736,9,1,96.36
763,VOXLAT0006010732022227311,61,1,101.56
764,VOXLAT0006010732022227840,245,2,1335.16
765,VOXLAT0006010732022232014,123,2,279.99
766,VOXLAT0006010732022235603,24,11,1428.92
767,VOXLAT0006010732022240082,12,1,127.93
768,VOXLAT0006010732022244332,198,2,430.68
769,VOXLAT0006010732022244415,224,1,449.7
770,VOXLAT0006010732022244803,56,1,186.28
771,VOXLAT0006010732022246691,210,1,230.0
772,VOXLAT0006010732022246758,87,6,1035.88
773,VOXLAT0006010732022248606,260,1,200.0
774,VOXLAT0006010732022253630,343,1,83.99
775,VOXLAT0006010732022256179,184,1,184.41
776,VOXLAT0006010732022256542,257,1,143.09
777,VOXLAT0006010732022258605,241,1,199.99
778,VOXLAT0006010732022258720,267,1,119.85
779,VOXLAT0006010732022261658,273,1,69.99
780,VOXLAT0006010732022263753,306,3,266.78
781,VOXLAT0006010732022271483,116,1,100.74
782,VOXLAT0006010732022272325,348,1,260.0
783,VOXLAT0006010732022275401,290,7,829.9300000000001
784,VOXLAT0006010732022276383,224,1,68.5
785,VOXLAT0006010732022278538,255,3,397.26
786,VOXLAT0006010732022279601,33,1,209.91
787,VOXLAT0006010732022280393,223,4,546.96
788,VOXLAT0006010732022284270,293,1,252.0
789,VOXLAT0006010732022287513,272,1,623.69
790,VOXLAT0006010732022287786,224,1,37.07
791,VOXLAT0006010732022289063,260,1,61.95
792,VOXLAT0006010732022290335,149,1,501.75
793,VOXLAT0006010732022296951,217,2,152.89000000000001
794,VOXLAT0006010732022301710,116,2,283.41
795,VOXLAT0006010732022303351,241,1,275.17
796,VOXLAT0006010732022311966,26,1,169.98
797,VOXLAT0006010732022315280,194,3,73.96000000000001
798,VOXLAT0006010732022315975,77,8,456.62
799,VOXLAT0006010732022317617,330,1,310.0
800,VOXLAT0006010732022319647,117,1,59.99
801,VOXLAT0006010732022326618,306,2,148.0
802,VOXLAT0006010732022328069,309,1,31.49
803,VOXLAT0006010732022329794,31,1,75.66
804,VOXLAT0006010732022331782,93,2,363.52
805,VOXLAT0006010732022332145,97,1,125.18
806,VOXLAT0006010732022339132,186,2,129.99
807,VOXLAT0006010732022340262,303,1,25.47
808,VOXLAT0006010732022342920,331,1,349.3
809,VOXLAT0006010732022348190,92,1,307.86
810,VOXLAT0006010732022348331,224,1,103.5
811,VOXLAT0006010732022348802,220,5,224.45
812,VOXLAT0006010732022349792,264,1,129.95
813,VOXLAT0006010732022353307,167,1,330.0
814,VOXLAT0006010732022354552,125,1,200.0
815,VOXLAT0006010732022355211,318,1,134.99
816,VOXLAT0006010732022366713,282,1,73.61
817,VOXLAT0006010732022367596,300,3,126.0
818,VOXLAT0006010732022369824,98,1,341.98
819,VOXLAT0006010732022370046,225,1,54.82
820,VOXLAT0006010732022372638,266,1,227.11
821,VOXLAT0006010732022382348,293,1,130.07
822,VOXLAT0006010732022391794,28,3,257.17
823,VOXLAT0006010732022392479,308,1,64.49
824,VOXLAT0006010732022400702,310,1,348.0
825,VOXLAT0006010732022400801,199,1,279.0
826,VOXLAT0006010732022404720,210,1,271.31
827,VOXLAT0006010732022410040,13,1,200.0
828,VOXLAT0006010732022412707,298,1,449.96
829,VOXLAT0006010732022416625,254,1,666.95
830,VOXLAT0006010732022420726,169,2,334.87
831,VOXLAT0006010732022421922,119,14,1314.25
832,VOXLAT0006010732022426764,62,1,224.0
833,VOXLAT0006010732022429925,345,1,92.98
834,VOXLAT0006010732022430410,341,1,167.99
835,VOXLAT0006010732022430501,313,1,70.0
836,VOXLAT0006010732022441912,292,1,79.95
837,VOXLAT0006010732022444569,214,12,618.61
838,VOXLAT0006010732022450426,126,1,277.43
839,VOXLAT0006010732022451739,118,5,806.35
840,VOXLAT0006010732022452307,151,9,1519.67
841,VOXLAT0006010732022453859,251,2,159.99
842,VOXLAT0006010732022454188,349,1,425.56
843,VOXLAT0006010732022457793,306,1,23.98
844,VOXLAT0006010732022459799,99,1,77.99
845,VOXLAT0006010732022459930,154,1,200.0
846,VOXLAT0006010732022460011,151,1,174.14
847,VOXLAT0006010732022471133,167,2,392.9
848,VOXLAT0006010732022471166,161,6,484.45
849,VOXLAT0006010732022475258,290,1,190.0
850,VOXLAT0006010732022476363,329,1,73.63
851,VOXLAT0006010732022477122,167,2,116.97999999999999
852,VOXLAT0006010732022480118,346,1,326.9
853,VOXLAT0006010732022481132,300,8,615.99
854,VOXLAT0006010732022482072,274,2,349.5
855,VOXLAT0006010732022484391,137,4,3445.71
856,VOXLAT0006010732022485273,276,1,57.0
857,VOXLAT0006010732022488814,252,1,332.5
858,VOXLAT0006010732022489523,54,3,419.93
859,VOXLAT0006010732022494481,82,1,606.09
860,VOXLAT0006010732022499225,171,2,127.19
861,VOXLAT0006010732022499662,113,1,149.8
862,VOXLAT0006010732022500345,166,12,973.74
863,VOXLAT0006010732022500741,77,5,436.03
864,VOXLAT0006010732022504172,146,1,995.0
865,VOXLAT0006010732022504826,209,2,781.24
866,VOXLAT0006010732022505948,241,1,105.06
867,VOXLAT0006010732022507522,81,1,188.99
868,VOXLAT0006010732022507548,194,2,777.71
869,VOXLAT0006010732022513645,227,1,407.05
870,VOXLAT0006010732022514726,330,1,94.0
871,VOXLAT0006010732022517794,70,1,198.95
872,VOXLAT0006010732022520103,46,2,400.12
873,VOXLAT0006010732022521234,85,1,86.65
874,VOXLAT0006010732022521879,241,1,32.56
875,VOXLAT0006010732022523172,74,2,564.54
876,VOXLAT0006010732022523313,104,1,170.95
877,VOXLAT0006010732022523446,246,1,175.87
878,VOXLAT0006010732022525227,275,2,326.89
879,VOXLAT0006010732022526159,269,1,45.89
880,VOXLAT0006010732022526894,152,1,207.48
881,VOXLAT0006010732022531274,164,4,369.96
882,VOXLAT0006010732022545944,75,1,156.56
883,VOXLAT0006010732022550340,246,1,104.0
884,VOXLAT0006010732022553724,241,1,119.22
885,VOXLAT0006010732022553781,315,1,41.75
886,VOXLAT0006010732022557964,37,4,1796.52
887,VOXLAT0006010732022565876,217,1,236.7
888,VOXLAT0006010732022566429,214,1,413.42
889,VOXLAT0006010732022567385,300,1,45.0
890,VOXLAT0006010732022573532,186,2,313.98
891,VOXLAT0006010732022574449,20,1,65.94
892,VOXLAT0006010732022578473,95,1,159.95
893,VOXLAT0006010732022582087,308,2,562.86
894,VOXLAT0006010732022582384,18,1,190.0
895,VOXLAT0006010732022598331,291,1,190.0
896,VOXLAT0006010732022605714,349,1,103.16
897,VOXLAT0006010732022605862,147,1,0.01
898,VOXLAT0006010732022607033,287,1,108.72
899,VOXLAT0006010732022610524,306,1,199.95
900,VOXLAT0006010732022611795,285,4,348.74
901,VOXLAT0006010732022616158,208,1,169.89
902,VOXLAT0006010732022618956,15,2,152.75
903,VOXLAT0006010732022624590,189,9,1171.71
904,VOXLAT0006010732022624616,51,1,148.71
905,VOXLAT0006010732022628914,34,1,934.35
906,VOXLAT0006010732022630464,314,1,1186.77
907,VOXLAT0006010732022631447,61,1,740.67
908,VOXLAT0006010732022633781,344,1,35.98
909,VOXLAT0006010732022637188,101,1,44.71
910,VOXLAT0006010732022639515,277,2,223.98000000000002
911,VOXLAT0006010732022639531,125,1,526.5
912,VOXLAT0006010732022639796,88,1,99.9
913,VOXLAT0006010732022639879,289,1,104.45
914,VOXLAT0006010732022644697,263,1,287.98
915,VOXLAT0006010732022645272,315,1,173.63
916,VOXLAT0006010732022645504,91,1,339.3
917,VOXLAT0006010732022646189,168,17,1584.83
918,VOXLAT0006010732022647641,287,9,836.0999999999999
919,VOXLAT0006010732022649647,227,1,60.0
920,VOXLAT0006010732022650801,119,1,359.0
921,VOXLAT0006010732022657889,116,1,49.7
922,VOXLAT0006010732022657921,212,1,609.41
923,VOXLAT0006010732022659307,263,2,148.56
924,VOXLAT0006010732022661170,344,1,265.13
925,VOXLAT0006010732022661253,126,25,2224.7
926,VOXLAT0006010732022662111,74,1,555.0
927,VOXLAT0006010732022667086,254,1,311.76
928,VOXLAT0006010732022668555,100,1,238.7
929,VOXLAT0006010732022671971,163,1,64.79
930,VOXLAT0006010732022672078,101,1,162.95
931,VOXLAT0006010732022672698,290,1,154.8
932,VOXLAT0006010732022675964,260,1,299.8
933,VOXLAT0006010732022677374,31,4,1168.35
934,VOXLAT0006010732022678257,151,6,767.62
935,VOXLAT0006010732022678935,141,1,76.5
936,VOXLAT0006010732022680972,72,8,817.7099999999999
937,VOXLAT0006010732022681673,326,1,26.49
938,VOXLAT0006010732022683331,91,2,282.99
939,VOXLAT0006010732022684537,241,1,118.0
940,VOXLAT0006010732022687837,18,2,209.93
941,VOXLAT0006010732022688488,277,1,144.99
942,VOXLAT0006010732022693009,187,2,769.75
943,VOXLAT0006010732022703113,220,1,322.7
944,VOXLAT0006010732022704509,318,1,50.0
945,VOXLAT0006010732022706181,265,4,318.16
946,VOXLAT0006010732022708633,273,1,82.49
947,VOXLAT0006010732022709441,180,1,40.95
948,VOXLAT0006010732022714102,199,1,254.94
949,VOXLAT0006010732022716669,123,5,418.15
950,VOXLAT0006010732022724648,309,1,127.46
951,VOXLAT0006010732022727096,273,2,111.94
952,VOXLAT0006010732022731726,38,2,379.98
953,VOXLAT0006010732022734514,253,1,25.0
954,VOXLAT0006010732022738457,288,1,69.95
955,VOXLAT0006010732022739026,133,1,84.99
956,VOXLAT0006010732022739448,108,1,247.0
957,VOXLAT0006010732022741949,186,1,189.99
958,VOXLAT0006010732022742798,243,1,200.0
959,VOXLAT0006010732022744760,211,1,289.02
960,VOXLAT0006010732022747771,20,1,61.85
961,VOXLAT0006010732022748290,248,1,391.02
962,VOXLAT0006010732022753811,217,1,743.27
963,VOXLAT0006010732022755238,152,1,223.88
964,VOXLAT0006010732022756483,87,1,270.0
965,VOXLAT0006010732022764677,104,1,120.0
966,VOXLAT0006010732022768504,271,2,90.0
967,VOXLAT0006010732022769056,259,1,320.59
968,VOXLAT0006010732022769692,11,10,1373.77
969,VOXLAT0006010732022769882,210,50,2727.36
970,VOXLAT0006010732022770963,35,2,130.66
971,VOXLAT0006010732022772571,13,3,302.97
972,VOXLAT0006010732022776150,314,1,58.0
973,VOXLAT0006010732022777109,198,1,975.09
974,VOXLAT0006010732022791266,68,1,971.92
975,VOXLAT0006010732022792462,76,1,330.0
976,VOXLAT0006010732022792983,132,2,429.85
977,VOXLAT0006010732022793999,114,2,119.99
978,VOXLAT0006010732022794039,252,2,270.78
979,VOXLAT0006010732022795390,154,1,153.96
980,VOXLAT0006010732022804390,284,1,409.88
981,VOXLAT0006010732022804424,33,1,395.0
982,VOXLAT0006010732022808011,69,2,1896.27
983,VOXLAT0006010732022809522,106,2,249.98
984,VOXLAT0006010732022809621,15,2,361.95
985,VOXLAT0006010732022809928,258,7,1027.9
986,VOXLAT0006010732022811031,101,1,435.07
987,VOXLAT0006010732022813912,229,1,152.99
988,VOXLAT0006010732022815529,53,1,3201.6
989,VOXLAT0006010732022816121,177,1,9.8
990,VOXLAT0006010732022816592,247,1,92.99
991,VOXLAT0006010732022818358,15,1,94.5
992,VOXLAT0006010732022818549,306,3,132.45
993,VOXLAT0006010732022819158,90,1,200.0
994,VOXLAT0006010732022827508,164,1,349.0
995,VOXLAT0006010732022831799,225,1,79.0
996,VOXLAT0006010732022834983,16,1,40.9
997,VOXLAT0006010732022837432,110,16,1871.93
998,VOXLAT0006010732022841996,171,1,8.95
999,VOXLAT0006010732022842432,129,2,395.9
1000,VOXLAT0006010732022845534,280,1,200.0
1001,VOXLAT0006010732022846193,242,1,150.92
1002,VOXLAT0006010732022847852,16,2,521.1899999999999
1003,VOXLAT0006010732022848785,288,1,270.38
1004,VOXLAT0006010732022849148,296,4,609.87
1005,VOXLAT0006010732022849791,280,1,312.01
1006,VOXLAT0006010732022850278,66,1,107.97
1007,VOXLAT0006010732022853777,84,1,501.45
1008,VOXLAT0006010732022863966,235,1,62.95
1009,VOXLAT0006010732022868296,161,1,258.35
1010,VOXLAT0006010732022869831,196,3,423.98
1011,VOXLAT0006010732022871605,144,3,354.94
1012,VOXLAT0006010732022872611,298,1,60.37
1013,VOXLAT0006010732022873148,336,1,95.49
1014,VOXLAT0006010732022874484,268,2,160.76999999999998
1015,VOXLAT0006010732022878089,60,2,559.0
1016,VOXLAT0006010732022878824,163,1,67.42
1017,VOXLAT0006010732022879830,350,1,66.44
1018,VOXLAT0006010732022882487,238,1,200.0
1019,VOXLAT0006010732022887429,147,15,1021.25
1020,VOXLAT0006010732022890266,294,1,2565.75
1021,VOXLAT0006010732022900248,20,3,1075.27
1022,VOXLAT0006010732022902517,248,1,31.99
1023,VOXLAT0006010732022905031,203,1,41.54
1024,VOXLAT0006010732022906088,349,1,739.47
1025,VOXLAT0006010732022911997,290,1,132.94
1026,VOXLAT0006010732022912177,227,2,92.77
1027,VOXLAT0006010732022915725,98,8,639.91
1028,VOXLAT0006010732022917945,266,1,200.0
1029,VOXLAT0006010732022920774,300,1,578.0
1030,VOXLAT0006010732022922275,110,1,416.27
1031,VOXLAT0006010732022924545,217,1,88.73
1032,VOXLAT0006010732022926953,105,14,1110.83
1033,VOXLAT0006010732022929064,308,1,90.99
1034,VOXLAT0006010732022929635,147,1,524.79
1035,VOXLAT0006010732022940087,345,1,127.07
1036,VOXLAT0006010732022940327,252,2,641.36
1037,VOXLAT0006010732022941937,33,1,284.51
1038,VOXLAT0006010732022942455,157,2,178.88
1039,VOXLAT0006010732022942497,24,1,1812.98
1040,VOXLAT0006010732022943016,207,7,1692.4
1041,VOXLAT0006010732022943586,315,1,370.0
